country,year,month,month_number,quarter,age_group,population,cases,deaths,incidence_per_1000,mortality_per_1000,case_fatality_rate,itn_coverage,irs_coverage,act_treatment_rate,risk_level,region,gdp_per_capita,healthcare_access
Uganda,2023,December,12,4,65+ years,2350000,448114,12607,190.69,5.365,2.81,60.4,34.1,80.5,high,East Africa,794,42
Uganda,2024,January,1,1,0-5 years,8460000,4202573,123349,496.76,14.58,2.94,58.7,33.3,79.3,high,East Africa,794,42
Uganda,2024,January,1,1,5-15 years,11750000,4264940,108227,362.97,9.211,2.54,69.5,31.9,89.0,high,East Africa,794,42
Uganda,2024,January,1,1,15-65 years,24440000,4356844,93715,178.27,3.834,2.15,65.3,31.9,85.6,high,East Africa,794,42
Uganda,2024,January,1,1,65+ years,2350000,548342,9941,233.34,4.23,1.81,72.7,34.0,88.8,high,East Africa,794,42
Uganda,2024,February,2,1,0-5 years,8460000,3949236,93077,466.81,11.002,2.36,59.6,33.8,82.3,high,East Africa,794,42
Uganda,2024,February,2,1,5-15 years,11750000,5379644,83090,457.84,7.071,1.54,68.8,29.4,87.4,high,East Africa,794,42
Uganda,2024,February,2,1,15-65 years,24440000,3838328,80656,157.05,3.3,2.1,75.4,33.6,88.9,high,East Africa,794,42
Uganda,2024,February,2,1,65+ years,2350000,481042,10993,204.7,4.678,2.29,67.8,37.7,82.6,high,East Africa,794,42
Uganda,2024,March,3,1,0-5 years,8460000,11339629,251834,1340.38,29.768,2.22,63.7,25.6,89.1,high,East Africa,794,42
Uganda,2024,March,3,1,5-15 years,11750000,9892568,83757,841.92,7.128,0.85,76.8,33.3,81.1,high,East Africa,794,42
Uganda,2024,March,3,1,15-65 years,24440000,12270486,279240,502.07,11.426,2.28,75.8,37.6,83.7,high,East Africa,794,42
Uganda,2024,March,3,1,65+ years,2350000,1529165,29789,650.71,12.676,1.95,62.0,37.9,76.3,high,East Africa,794,42
Uganda,2024,April,4,2,0-5 years,8460000,11545340,150327,1364.7,17.769,1.3,63.5,24.3,86.3,high,East Africa,794,42
Uganda,2024,April,4,2,5-15 years,11750000,10817139,286513,920.61,24.384,2.65,70.2,32.5,83.8,high,East Africa,794,42
Uganda,2024,April,4,2,15-65 years,24440000,14464976,215669,591.86,8.824,1.49,67.5,27.3,78.0,high,East Africa,794,42
Uganda,2024,April,4,2,65+ years,2350000,1555907,8546,662.09,3.637,0.55,75.5,32.3,78.8,high,East Africa,794,42
Uganda,2024,May,5,2,0-5 years,8460000,10633972,134010,1256.97,15.84,1.26,74.4,32.7,82.3,high,East Africa,794,42
Uganda,2024,May,5,2,5-15 years,11750000,13878831,95753,1181.18,8.149,0.69,76.6,24.1,76.8,high,East Africa,794,42
Uganda,2024,May,5,2,15-65 years,24440000,10523901,216226,430.6,8.847,2.05,75.3,36.5,82.9,high,East Africa,794,42
Uganda,2024,May,5,2,65+ years,2350000,1712300,34841,728.64,14.826,2.03,70.7,34.3,78.8,high,East Africa,794,42
Uganda,2024,June,6,2,0-5 years,8460000,3960474,25202,468.14,2.979,0.64,71.0,26.2,80.7,high,East Africa,794,42
Uganda,2024,June,6,2,5-15 years,11750000,4729208,73501,402.49,6.255,1.55,60.0,26.6,86.9,high,East Africa,794,42
Uganda,2024,June,6,2,15-65 years,24440000,3090459,81186,126.45,3.322,2.63,69.5,33.8,83.4,high,East Africa,794,42
Uganda,2024,June,6,2,65+ years,2350000,743257,14113,316.28,6.006,1.9,59.7,23.0,84.3,high,East Africa,794,42
Uganda,2024,July,7,3,0-5 years,8460000,3202370,38437,378.53,4.543,1.2,73.8,36.4,81.3,high,East Africa,794,42
Uganda,2024,July,7,3,5-15 years,11750000,5603626,113566,476.9,9.665,2.03,66.0,29.5,84.2,high,East Africa,794,42
Uganda,2024,July,7,3,15-65 years,24440000,3341596,58917,136.73,2.411,1.76,66.7,26.8,79.8,high,East Africa,794,42
Uganda,2024,July,7,3,65+ years,2350000,669212,19603,284.77,8.342,2.93,60.7,27.5,75.8,high,East Africa,794,42
Uganda,2024,August,8,3,0-5 years,8460000,4299905,90196,508.26,10.661,2.1,57.7,31.4,84.4,high,East Africa,794,42
Uganda,2024,August,8,3,5-15 years,11750000,3177028,75183,270.39,6.399,2.37,70.9,35.5,81.4,high,East Africa,794,42
Uganda,2024,August,8,3,15-65 years,24440000,3340729,51497,136.69,2.107,1.54,71.5,27.1,77.4,high,East Africa,794,42
Uganda,2024,August,8,3,65+ years,2350000,535442,10067,227.85,4.284,1.88,69.6,29.9,79.5,high,East Africa,794,42
Uganda,2024,September,9,3,0-5 years,8460000,10663479,207863,1260.46,24.57,1.95,64.2,31.1,88.6,high,East Africa,794,42
Uganda,2024,September,9,3,5-15 years,11750000,10449479,84972,889.32,7.232,0.81,71.1,37.9,82.9,high,East Africa,794,42
Uganda,2024,September,9,3,15-65 years,24440000,8070105,108312,330.2,4.432,1.34,60.6,35.8,86.5,high,East Africa,794,42
Uganda,2024,September,9,3,65+ years,2350000,1834708,38503,780.73,16.384,2.1,65.7,32.1,76.5,high,East Africa,794,42
Uganda,2024,October,10,4,0-5 years,8460000,8524537,92266,1007.63,10.906,1.08,70.5,26.7,87.0,high,East Africa,794,42
Uganda,2024,October,10,4,5-15 years,11750000,14402163,304789,1225.72,25.939,2.12,60.3,36.6,82.6,high,East Africa,794,42
Uganda,2024,October,10,4,15-65 years,24440000,11187609,197271,457.76,8.072,1.76,57.7,27.9,87.8,high,East Africa,794,42
Uganda,2024,October,10,4,65+ years,2350000,1440092,24006,612.81,10.215,1.67,66.0,34.2,75.3,high,East Africa,794,42
Uganda,2024,November,11,4,0-5 years,8460000,13202043,355363,1560.53,42.005,2.69,68.9,26.3,79.8,high,East Africa,794,42
Uganda,2024,November,11,4,5-15 years,11750000,13747699,285201,1170.02,24.272,2.07,71.0,29.0,87.1,high,East Africa,794,42
Uganda,2024,November,11,4,15-65 years,24440000,10056302,94136,411.47,3.852,0.94,75.8,33.7,88.5,high,East Africa,794,42
Uganda,2024,November,11,4,65+ years,2350000,1782848,21755,758.66,9.257,1.22,63.3,33.8,79.2,high,East Africa,794,42
Uganda,2024,December,12,4,0-5 years,8460000,4311234,40074,509.6,4.737,0.93,60.4,23.5,75.6,high,East Africa,794,42
Uganda,2024,December,12,4,5-15 years,11750000,3574424,100352,304.21,8.541,2.81,76.7,25.6,89.2,high,East Africa,794,42
Uganda,2024,December,12,4,15-65 years,24440000,5192800,65601,212.47,2.684,1.26,64.1,23.9,78.1,high,East Africa,794,42
Uganda,2024,December,12,4,65+ years,2350000,569449,3926,242.32,1.671,0.69,64.4,36.2,79.4,high,East Africa,794,42
Mozambique,2020,January,1,1,0-5 years,5760000,9100456,182248,1579.94,31.64,2.0,62.4,16.2,76.6,high,Southern Africa,503,38
Mozambique,2020,January,1,1,5-15 years,8000000,12193204,121042,1524.15,15.13,0.99,56.2,19.4,75.9,high,Southern Africa,503,38
Mozambique,2020,January,1,1,15-65 years,16640000,9910718,67165,595.6,4.036,0.68,46.9,23.9,77.9,high,Southern Africa,503,38
Mozambique,2020,January,1,1,65+ years,1600000,1899708,14559,1187.32,9.099,0.77,45.0,15.3,74.9,high,Southern Africa,503,38
Mozambique,2020,February,2,1,0-5 years,5760000,10846771,245268,1883.12,42.581,2.26,45.6,25.3,70.2,high,Southern Africa,503,38
Mozambique,2020,February,2,1,5-15 years,8000000,10956911,137830,1369.61,17.229,1.26,60.1,16.5,72.8,high,Southern Africa,503,38
Mozambique,2020,February,2,1,15-65 years,16640000,11171270,176329,671.35,10.597,1.58,55.0,29.8,75.3,high,Southern Africa,503,38
Mozambique,2020,February,2,1,65+ years,1600000,1484115,11945,927.57,7.466,0.8,55.4,22.3,71.7,high,Southern Africa,503,38
Mozambique,2020,March,3,1,0-5 years,5760000,10308567,99376,1789.68,17.253,0.96,51.3,18.6,77.0,high,Southern Africa,503,38
Mozambique,2020,March,3,1,5-15 years,8000000,8593217,93242,1074.15,11.655,1.09,53.8,18.3,69.2,high,Southern Africa,503,38
Mozambique,2020,March,3,1,15-65 years,16640000,9958957,257109,598.5,15.451,2.58,64.9,21.0,69.3,high,Southern Africa,503,38
Mozambique,2020,March,3,1,65+ years,1600000,1207272,30265,754.55,18.916,2.51,60.1,26.2,72.9,high,Southern Africa,503,38
Mozambique,2020,April,4,2,0-5 years,5760000,4874010,60885,846.18,10.57,1.25,48.4,18.6,69.0,high,Southern Africa,503,38
Mozambique,2020,April,4,2,5-15 years,8000000,3887895,92447,485.99,11.556,2.38,61.0,16.7,74.9,high,Southern Africa,503,38
Mozambique,2020,April,4,2,15-65 years,16640000,3398978,20423,204.27,1.227,0.6,48.5,29.3,69.9,high,Southern Africa,503,38
Mozambique,2020,April,4,2,65+ years,1600000,411403,5206,257.13,3.254,1.27,55.1,29.3,73.3,high,Southern Africa,503,38
Mozambique,2020,May,5,2,0-5 years,5760000,4217418,61175,732.19,10.621,1.45,50.6,24.9,66.9,high,Southern Africa,503,38
Mozambique,2020,May,5,2,5-15 years,8000000,4694675,87246,586.83,10.906,1.86,60.4,25.3,67.9,high,Southern Africa,503,38
Mozambique,2020,May,5,2,15-65 years,16640000,4453517,47624,267.64,2.862,1.07,61.6,15.6,71.2,high,Southern Africa,503,38
Mozambique,2020,May,5,2,65+ years,1600000,412212,10138,257.63,6.336,2.46,63.1,15.8,71.4,high,Southern Africa,503,38
Mozambique,2020,June,6,2,0-5 years,5760000,4190282,119261,727.48,20.705,2.85,60.4,23.3,79.5,high,Southern Africa,503,38
Mozambique,2020,June,6,2,5-15 years,8000000,3534949,97181,441.87,12.148,2.75,50.4,23.7,74.1,high,Southern Africa,503,38
Mozambique,2020,June,6,2,15-65 years,16640000,3078349,64293,185.0,3.864,2.09,60.7,25.0,66.8,high,Southern Africa,503,38
Mozambique,2020,June,6,2,65+ years,1600000,467496,2430,292.19,1.519,0.52,56.4,26.4,72.4,high,Southern Africa,503,38
Mozambique,2020,July,7,3,0-5 years,5760000,3837959,55176,666.31,9.579,1.44,50.1,18.3,79.2,high,Southern Africa,503,38
Mozambique,2020,July,7,3,5-15 years,8000000,4196833,123006,524.6,15.376,2.93,61.0,27.4,77.8,high,Southern Africa,503,38
Mozambique,2020,July,7,3,15-65 years,16640000,3830740,44355,230.21,2.666,1.16,57.4,22.1,74.8,high,Southern Africa,503,38
Mozambique,2020,July,7,3,65+ years,1600000,544304,4345,340.19,2.716,0.8,46.0,17.7,76.7,high,Southern Africa,503,38
Mozambique,2020,August,8,3,0-5 years,5760000,6022121,160685,1045.51,27.897,2.67,45.6,17.1,74.5,high,Southern Africa,503,38
Mozambique,2020,August,8,3,5-15 years,8000000,4003039,30826,500.38,3.853,0.77,47.4,23.8,74.2,high,Southern Africa,503,38
Mozambique,2020,August,8,3,15-65 years,16640000,4711019,91624,283.11,5.506,1.94,52.2,23.0,73.7,high,Southern Africa,503,38
Mozambique,2020,August,8,3,65+ years,1600000,617876,17008,386.17,10.63,2.75,50.4,16.3,65.4,high,Southern Africa,503,38
Mozambique,2020,September,9,3,0-5 years,5760000,3208545,42109,557.04,7.311,1.31,54.1,19.1,76.7,high,Southern Africa,503,38
Mozambique,2020,September,9,3,5-15 years,8000000,3196798,21015,399.6,2.627,0.66,52.4,24.8,70.5,high,Southern Africa,503,38
Mozambique,2020,September,9,3,15-65 years,16640000,4180389,67130,251.23,4.034,1.61,53.9,29.8,71.1,high,Southern Africa,503,38
Mozambique,2020,September,9,3,65+ years,1600000,484094,4707,302.56,2.942,0.97,61.9,21.0,73.0,high,Southern Africa,503,38
Mozambique,2020,October,10,4,0-5 years,5760000,4158568,93805,721.97,16.286,2.26,50.0,18.0,74.5,high,Southern Africa,503,38
Mozambique,2020,October,10,4,5-15 years,8000000,5201400,116551,650.18,14.569,2.24,57.8,29.2,77.4,high,Southern Africa,503,38
Mozambique,2020,October,10,4,15-65 years,16640000,3505669,42974,210.68,2.583,1.23,53.7,22.4,79.9,high,Southern Africa,503,38
Mozambique,2020,October,10,4,65+ years,1600000,610768,13066,381.73,8.166,2.14,58.3,29.1,68.5,high,Southern Africa,503,38
Mozambique,2020,November,11,4,0-5 years,5760000,14168338,185786,2459.78,32.255,1.31,54.5,29.0,67.0,high,Southern Africa,503,38
Mozambique,2020,November,11,4,5-15 years,8000000,11592923,210715,1449.12,26.339,1.82,53.0,18.6,65.7,high,Southern Africa,503,38
Mozambique,2020,November,11,4,15-65 years,16640000,12265968,177668,737.14,10.677,1.45,57.2,19.3,68.4,high,Southern Africa,503,38
Mozambique,2020,November,11,4,65+ years,1600000,1678642,45649,1049.15,28.531,2.72,63.8,18.4,67.7,high,Southern Africa,503,38
Mozambique,2020,December,12,4,0-5 years,5760000,12179285,246053,2114.46,42.718,2.02,59.3,27.2,69.0,high,Southern Africa,503,38
Mozambique,2020,December,12,4,5-15 years,8000000,13642462,211230,1705.31,26.404,1.55,64.2,20.9,67.9,high,Southern Africa,503,38
Mozambique,2020,December,12,4,15-65 years,16640000,8867461,153571,532.9,9.229,1.73,45.3,21.2,78.1,high,Southern Africa,503,38
Mozambique,2020,December,12,4,65+ years,1600000,1477365,41749,923.35,26.093,2.83,60.5,26.4,72.8,high,Southern Africa,503,38
Mozambique,2021,January,1,1,0-5 years,5760000,10837774,296954,1881.56,51.555,2.74,59.9,27.1,75.6,high,Southern Africa,503,38
Mozambique,2021,January,1,1,5-15 years,8000000,10646736,65804,1330.84,8.226,0.62,61.4,22.2,77.9,high,Southern Africa,503,38
Mozambique,2021,January,1,1,15-65 years,16640000,10692570,78278,642.58,4.704,0.73,61.6,27.5,68.4,high,Southern Africa,503,38
Mozambique,2021,January,1,1,65+ years,1600000,1712654,20064,1070.41,12.54,1.17,50.5,17.6,68.9,high,Southern Africa,503,38
Mozambique,2021,February,2,1,0-5 years,5760000,12190167,73952,2116.35,12.839,0.61,49.5,29.4,80.0,high,Southern Africa,503,38
Mozambique,2021,February,2,1,5-15 years,8000000,8037210,86371,1004.65,10.796,1.07,60.9,23.7,79.9,high,Southern Africa,503,38
Mozambique,2021,February,2,1,15-65 years,16640000,8901042,94564,534.92,5.683,1.06,65.3,19.8,75.7,high,Southern Africa,503,38
Mozambique,2021,February,2,1,65+ years,1600000,1472944,14670,920.59,9.169,1.0,57.5,27.3,68.1,high,Southern Africa,503,38
Mozambique,2021,March,3,1,0-5 years,5760000,9543652,253146,1656.88,43.949,2.65,51.8,25.9,74.5,high,Southern Africa,503,38
Mozambique,2021,March,3,1,5-15 years,8000000,8434392,155093,1054.3,19.387,1.84,66.3,25.7,76.8,high,Southern Africa,503,38
Mozambique,2021,March,3,1,15-65 years,16640000,9207538,107807,553.34,6.479,1.17,52.8,29.2,71.4,high,Southern Africa,503,38
Mozambique,2021,March,3,1,65+ years,1600000,1346405,7044,841.5,4.402,0.52,63.4,29.8,70.9,high,Southern Africa,503,38
Mozambique,2021,April,4,2,0-5 years,5760000,4559469,24302,791.57,4.219,0.53,49.4,29.2,68.1,high,Southern Africa,503,38
Mozambique,2021,April,4,2,5-15 years,8000000,4037858,72383,504.73,9.048,1.79,54.3,30.7,73.3,high,Southern Africa,503,38
Mozambique,2021,April,4,2,15-65 years,16640000,4401002,114397,264.48,6.875,2.6,59.4,18.9,68.2,high,Southern Africa,503,38
Mozambique,2021,April,4,2,65+ years,1600000,652924,18732,408.08,11.707,2.87,66.5,30.7,76.8,high,Southern Africa,503,38
Mozambique,2021,May,5,2,0-5 years,5760000,3565219,71534,618.96,12.419,2.01,53.5,24.0,78.4,high,Southern Africa,503,38
Mozambique,2021,May,5,2,5-15 years,8000000,4052475,70150,506.56,8.769,1.73,65.8,26.0,81.3,high,Southern Africa,503,38
Mozambique,2021,May,5,2,15-65 years,16640000,2767692,34223,166.33,2.057,1.24,64.5,19.0,74.7,high,Southern Africa,503,38
Mozambique,2021,May,5,2,65+ years,1600000,457773,4735,286.11,2.959,1.03,65.6,22.6,76.1,high,Southern Africa,503,38
Mozambique,2021,June,6,2,0-5 years,5760000,2644690,20928,459.15,3.633,0.79,54.4,24.6,75.7,high,Southern Africa,503,38
Mozambique,2021,June,6,2,5-15 years,8000000,2796047,41177,349.51,5.147,1.47,62.7,23.3,76.4,high,Southern Africa,503,38
Mozambique,2021,June,6,2,15-65 years,16640000,2829110,55466,170.02,3.333,1.96,59.7,20.9,79.3,high,Southern Africa,503,38
Mozambique,2021,June,6,2,65+ years,1600000,532370,12616,332.73,7.885,2.37,59.9,17.0,75.5,high,Southern Africa,503,38
Mozambique,2021,July,7,3,0-5 years,5760000,3359872,86306,583.31,14.984,2.57,55.6,28.4,69.5,high,Southern Africa,503,38
Mozambique,2021,July,7,3,5-15 years,8000000,3041082,20541,380.14,2.568,0.68,67.9,28.0,72.1,high,Southern Africa,503,38
Mozambique,2021,July,7,3,15-65 years,16640000,2504639,52578,150.52,3.16,2.1,64.0,18.0,76.8,high,Southern Africa,503,38
Mozambique,2021,July,7,3,65+ years,1600000,447094,11754,279.43,7.346,2.63,59.0,31.9,79.3,high,Southern Africa,503,38
Mozambique,2021,August,8,3,0-5 years,5760000,3693332,87168,641.2,15.133,2.36,62.8,21.8,71.9,high,Southern Africa,503,38
Mozambique,2021,August,8,3,5-15 years,8000000,3535298,105494,441.91,13.187,2.98,52.0,23.2,71.3,high,Southern Africa,503,38
Mozambique,2021,August,8,3,15-65 years,16640000,4263844,126857,256.24,7.624,2.98,57.3,18.2,81.6,high,Southern Africa,503,38
Mozambique,2021,August,8,3,65+ years,1600000,539814,16181,337.38,10.113,3.0,63.7,20.8,74.0,high,Southern Africa,503,38
Mozambique,2021,September,9,3,0-5 years,5760000,3838525,113159,666.41,19.646,2.95,52.7,24.9,82.2,high,Southern Africa,503,38
Mozambique,2021,September,9,3,5-15 years,8000000,4321198,127157,540.15,15.895,2.94,50.0,27.9,77.1,high,Southern Africa,503,38
Mozambique,2021,September,9,3,15-65 years,16640000,3948200,84599,237.27,5.084,2.14,63.2,30.3,77.7,high,Southern Africa,503,38
Mozambique,2021,September,9,3,65+ years,1600000,625161,12137,390.73,7.586,1.94,51.7,17.1,77.3,high,Southern Africa,503,38
Mozambique,2021,October,10,4,0-5 years,5760000,3231505,58036,561.03,10.076,1.8,66.8,27.3,73.5,high,Southern Africa,503,38
Mozambique,2021,October,10,4,5-15 years,8000000,4149175,99375,518.65,12.422,2.4,49.5,30.4,80.5,high,Southern Africa,503,38
Mozambique,2021,October,10,4,15-65 years,16640000,4131392,115207,248.28,6.923,2.79,55.6,18.9,79.2,high,Southern Africa,503,38
Mozambique,2021,October,10,4,65+ years,1600000,606251,8868,378.91,5.542,1.46,48.9,20.6,76.6,high,Southern Africa,503,38
Mozambique,2021,November,11,4,0-5 years,5760000,10018223,165824,1739.27,28.789,1.66,49.9,23.9,71.5,high,Southern Africa,503,38
Mozambique,2021,November,11,4,5-15 years,8000000,12897797,379358,1612.22,47.42,2.94,59.3,28.8,72.8,high,Southern Africa,503,38
Mozambique,2021,November,11,4,15-65 years,16640000,12825286,287341,770.75,17.268,2.24,51.9,24.3,80.7,high,Southern Africa,503,38
Mozambique,2021,November,11,4,65+ years,1600000,1313285,28616,820.8,17.885,2.18,65.1,19.0,67.9,high,Southern Africa,503,38
Mozambique,2021,December,12,4,0-5 years,5760000,9148579,172033,1588.3,29.867,1.88,52.3,22.6,70.9,high,Southern Africa,503,38
Mozambique,2021,December,12,4,5-15 years,8000000,12314045,272183,1539.26,34.023,2.21,67.0,30.4,68.2,high,Southern Africa,503,38
Mozambique,2021,December,12,4,15-65 years,16640000,7836491,146827,470.94,8.824,1.87,51.5,30.9,68.0,high,Southern Africa,503,38
Mozambique,2021,December,12,4,65+ years,1600000,1496058,15339,935.04,9.587,1.03,53.2,24.3,77.0,high,Southern Africa,503,38
Mozambique,2022,January,1,1,0-5 years,5760000,10359624,108276,1798.55,18.798,1.05,62.8,22.3,73.2,high,Southern Africa,503,38
Mozambique,2022,January,1,1,5-15 years,8000000,7889536,59024,986.19,7.378,0.75,64.1,19.1,70.1,high,Southern Africa,503,38
Mozambique,2022,January,1,1,15-65 years,16640000,7753259,56891,465.94,3.419,0.73,51.6,19.1,84.8,high,Southern Africa,503,38
Mozambique,2022,January,1,1,65+ years,1600000,1518047,15736,948.78,9.835,1.04,61.0,20.5,81.6,high,Southern Africa,503,38
Mozambique,2022,February,2,1,0-5 years,5760000,12511261,110491,2172.09,19.182,0.88,66.0,23.8,70.2,high,Southern Africa,503,38
Mozambique,2022,February,2,1,5-15 years,8000000,7693582,77728,961.7,9.716,1.01,58.7,28.3,76.3,high,Southern Africa,503,38
Mozambique,2022,February,2,1,15-65 years,16640000,8395806,140006,504.56,8.414,1.67,56.8,24.4,82.0,high,Southern Africa,503,38
Mozambique,2022,February,2,1,65+ years,1600000,1562468,22841,976.54,14.276,1.46,53.6,21.3,81.7,high,Southern Africa,503,38
Mozambique,2022,March,3,1,0-5 years,5760000,8853210,116501,1537.02,20.226,1.32,68.8,30.5,77.3,high,Southern Africa,503,38
Mozambique,2022,March,3,1,5-15 years,8000000,8963659,219218,1120.46,27.402,2.45,61.0,31.8,76.9,high,Southern Africa,503,38
Mozambique,2022,March,3,1,15-65 years,16640000,7385238,108090,443.82,6.496,1.46,65.0,22.3,74.8,high,Southern Africa,503,38
Mozambique,2022,March,3,1,65+ years,1600000,1435718,28223,897.32,17.639,1.97,54.8,30.7,80.9,high,Southern Africa,503,38
Mozambique,2022,April,4,2,0-5 years,5760000,2736779,23611,475.14,4.099,0.86,55.9,22.2,80.5,high,Southern Africa,503,38
Mozambique,2022,April,4,2,5-15 years,8000000,4780421,109501,597.55,13.688,2.29,54.7,20.9,83.3,high,Southern Africa,503,38
Mozambique,2022,April,4,2,15-65 years,16640000,3419265,65910,205.48,3.961,1.93,63.6,19.8,76.0,high,Southern Africa,503,38
Mozambique,2022,April,4,2,65+ years,1600000,401827,8442,251.14,5.276,2.1,64.7,28.9,84.0,high,Southern Africa,503,38
Mozambique,2022,May,5,2,0-5 years,5760000,3204860,70019,556.4,12.156,2.18,67.2,23.1,70.2,high,Southern Africa,503,38
Mozambique,2022,May,5,2,5-15 years,8000000,3659495,36267,457.44,4.533,0.99,54.5,23.8,80.8,high,Southern Africa,503,38
Mozambique,2022,May,5,2,15-65 years,16640000,3689969,49662,221.75,2.984,1.35,65.4,28.6,81.5,high,Southern Africa,503,38
Mozambique,2022,May,5,2,65+ years,1600000,480545,3532,300.34,2.208,0.73,59.0,28.3,71.3,high,Southern Africa,503,38
Mozambique,2022,June,6,2,0-5 years,5760000,2388691,15175,414.7,2.635,0.64,52.9,30.1,72.5,high,Southern Africa,503,38
Mozambique,2022,June,6,2,5-15 years,8000000,3415659,48048,426.96,6.006,1.41,56.2,33.8,80.9,high,Southern Africa,503,38
Mozambique,2022,June,6,2,15-65 years,16640000,2814242,47434,169.13,2.851,1.69,54.8,32.8,74.6,high,Southern Africa,503,38
Mozambique,2022,June,6,2,65+ years,1600000,389591,9560,243.49,5.975,2.45,66.9,33.6,84.2,high,Southern Africa,503,38
Mozambique,2022,July,7,3,0-5 years,5760000,3770285,111243,654.56,19.313,2.95,59.7,19.2,79.4,high,Southern Africa,503,38
Mozambique,2022,July,7,3,5-15 years,8000000,4951880,38411,618.99,4.801,0.78,60.1,33.6,76.5,high,Southern Africa,503,38
Mozambique,2022,July,7,3,15-65 years,16640000,4456884,81160,267.84,4.877,1.82,63.9,31.5,79.8,high,Southern Africa,503,38
Mozambique,2022,July,7,3,65+ years,1600000,387460,9746,242.16,6.091,2.52,70.4,27.7,70.4,high,Southern Africa,503,38
Mozambique,2022,August,8,3,0-5 years,5760000,3294659,55554,571.99,9.645,1.69,54.0,24.1,83.0,high,Southern Africa,503,38
Mozambique,2022,August,8,3,5-15 years,8000000,2510841,49416,313.86,6.177,1.97,58.8,31.3,74.3,high,Southern Africa,503,38
Mozambique,2022,August,8,3,15-65 years,16640000,2332788,11947,140.19,0.718,0.51,69.9,24.4,71.1,high,Southern Africa,503,38
Mozambique,2022,August,8,3,65+ years,1600000,458071,10683,286.29,6.677,2.33,53.8,23.1,81.8,high,Southern Africa,503,38
Mozambique,2022,September,9,3,0-5 years,5760000,4064763,42590,705.69,7.394,1.05,59.1,30.6,83.2,high,Southern Africa,503,38
Mozambique,2022,September,9,3,5-15 years,8000000,3166060,88482,395.76,11.06,2.79,60.4,31.4,75.4,high,Southern Africa,503,38
Mozambique,2022,September,9,3,15-65 years,16640000,3843586,87110,230.98,5.235,2.27,64.1,30.0,72.3,high,Southern Africa,503,38
Mozambique,2022,September,9,3,65+ years,1600000,515944,13069,322.47,8.168,2.53,52.2,24.1,79.1,high,Southern Africa,503,38
Mozambique,2022,October,10,4,0-5 years,5760000,2937881,81052,510.05,14.072,2.76,66.8,33.4,81.8,high,Southern Africa,503,38
Mozambique,2022,October,10,4,5-15 years,8000000,3935469,110480,491.93,13.81,2.81,59.5,21.6,77.6,high,Southern Africa,503,38
Mozambique,2022,October,10,4,15-65 years,16640000,3985229,70907,239.5,4.261,1.78,53.3,21.8,74.8,high,Southern Africa,503,38
Mozambique,2022,October,10,4,65+ years,1600000,617971,4822,386.23,3.014,0.78,52.1,19.5,82.1,high,Southern Africa,503,38
Mozambique,2022,November,11,4,0-5 years,5760000,9653025,231451,1675.87,40.182,2.4,66.8,30.1,83.0,high,Southern Africa,503,38
Mozambique,2022,November,11,4,5-15 years,8000000,10422572,173920,1302.82,21.74,1.67,51.4,30.3,70.2,high,Southern Africa,503,38
Mozambique,2022,November,11,4,15-65 years,16640000,7782597,71251,467.7,4.282,0.92,68.2,28.2,84.2,high,Southern Africa,503,38
Mozambique,2022,November,11,4,65+ years,1600000,1060945,16888,663.09,10.555,1.59,56.2,29.3,73.5,high,Southern Africa,503,38
Mozambique,2022,December,12,4,0-5 years,5760000,11160144,154867,1937.53,26.887,1.39,51.1,21.4,82.9,high,Southern Africa,503,38
Mozambique,2022,December,12,4,5-15 years,8000000,9781426,149437,1222.68,18.68,1.53,63.2,22.4,80.6,high,Southern Africa,503,38
Mozambique,2022,December,12,4,15-65 years,16640000,8628915,115996,518.56,6.971,1.34,51.3,32.8,81.2,high,Southern Africa,503,38
Mozambique,2022,December,12,4,65+ years,1600000,1150114,7992,718.82,4.995,0.69,69.1,21.4,85.0,high,Southern Africa,503,38
Mozambique,2023,January,1,1,0-5 years,5760000,6516400,163848,1131.32,28.446,2.51,57.4,21.8,85.8,high,Southern Africa,503,38
Mozambique,2023,January,1,1,5-15 years,8000000,10951085,65366,1368.89,8.171,0.6,55.4,28.8,75.2,high,Southern Africa,503,38
Mozambique,2023,January,1,1,15-65 years,16640000,6982818,186183,419.64,11.189,2.67,57.2,28.0,73.9,high,Southern Africa,503,38
Mozambique,2023,January,1,1,65+ years,1600000,1005595,23449,628.5,14.656,2.33,63.6,35.4,74.1,high,Southern Africa,503,38
Mozambique,2023,February,2,1,0-5 years,5760000,9569278,107418,1661.33,18.649,1.12,63.7,25.7,80.5,high,Southern Africa,503,38
Mozambique,2023,February,2,1,5-15 years,8000000,8960104,177762,1120.01,22.22,1.98,54.9,23.3,78.6,high,Southern Africa,503,38
Mozambique,2023,February,2,1,15-65 years,16640000,10360528,149025,622.63,8.956,1.44,55.6,32.9,78.7,high,Southern Africa,503,38
Mozambique,2023,February,2,1,65+ years,1600000,998276,29331,623.92,18.332,2.94,56.5,26.2,81.6,high,Southern Africa,503,38
Mozambique,2023,March,3,1,0-5 years,5760000,7653173,108660,1328.68,18.865,1.42,62.3,30.3,77.6,high,Southern Africa,503,38
Mozambique,2023,March,3,1,5-15 years,8000000,8157165,237944,1019.65,29.743,2.92,67.8,29.2,76.5,high,Southern Africa,503,38
Mozambique,2023,March,3,1,15-65 years,16640000,7040190,134633,423.09,8.091,1.91,59.4,32.8,73.4,high,Southern Africa,503,38
